tanggal,IDKAB2,nama_kab,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal
10/12/2020,3217,KAB. BANDUNG BARAT,160,100,3,0,0,0
10/12/2020,3273,KOTA BANDUNG,987,781,44,0,1,0
10/12/2020,3275,KOTA BEKASI,1974,1686,86,0,47,0
10/12/2020,3276,KOTA DEPOK,1910,1434,72,4,5,0
10/12/2020,3277,KOTA CIMAHI,322,190,4,0,1,1
10/12/2020,3202,KAB. SUKABUMI,224,105,3,2,0,0
10/12/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/12/2020,3205,KAB. GARUT,261,86,11,0,0,0
10/12/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/12/2020,3208,KAB. KUNINGAN,677,167,9,29,0,0
10/12/2020,3211,KAB. SUMEDANG,78,77,1,0,0,0
10/12/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/12/2020,3214,KAB. PURWAKARTA,160,60,5,0,1,1
10/12/2020,3218,KAB. PANGANDARAN,66,60,0,0,0,0
10/12/2020,3271,KOTA BOGOR,1200,737,43,0,2,0
10/12/2020,3272,KOTA SUKABUMI,249,175,3,0,0,0
10/12/2020,3274,KOTA CIREBON,171,27,7,0,0,0
10/12/2020,3278,KOTA TASIKMALAYA,52,43,3,0,0,0
10/12/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/13/2020,0,BELUM TERIDENTIFIKASI,15719,9488,80,425,315,0
10/13/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/13/2020,3204,KAB. BANDUNG,227,216,8,0,0,0
10/13/2020,3207,KAB. CIAMIS,123,52,3,5,1,0
10/13/2020,3209,KAB. CIREBON,937,629,49,13,1,0
10/13/2020,3210,KAB. MAJALENGKA,171,104,5,0,0,0
10/13/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/13/2020,3215,KAB. KARAWANG,914,520,30,1,0,0
10/13/2020,3216,KAB. BEKASI,548,504,38,2,0,0
10/13/2020,3217,KAB. BANDUNG BARAT,160,101,3,0,1,0
10/13/2020,3273,KOTA BANDUNG,992,785,44,5,4,0
10/13/2020,3275,KOTA BEKASI,1974,1790,86,0,104,0
10/13/2020,3276,KOTA DEPOK,1919,1438,72,9,4,0
10/13/2020,3277,KOTA CIMAHI,325,190,4,3,0,0
10/13/2020,3202,KAB. SUKABUMI,226,106,3,2,1,0
10/13/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/13/2020,3205,KAB. GARUT,261,105,11,0,19,0
10/13/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/13/2020,3208,KAB. KUNINGAN,677,167,9,0,0,0
10/13/2020,3211,KAB. SUMEDANG,175,77,1,97,0,0
10/13/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/13/2020,3214,KAB. PURWAKARTA,160,62,5,0,2,0
10/13/2020,3218,KAB. PANGANDARAN,66,60,0,0,0,0
10/13/2020,3271,KOTA BOGOR,1200,750,43,0,13,0
10/13/2020,3272,KOTA SUKABUMI,249,175,3,0,0,0
10/13/2020,3274,KOTA CIREBON,171,131,7,0,104,0
10/13/2020,3278,KOTA TASIKMALAYA,55,43,3,3,0,0
10/13/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/14/2020,0,BELUM TERIDENTIFIKASI,16124,9771,85,405,283,5
10/14/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/14/2020,3204,KAB. BANDUNG,230,216,8,3,0,0
10/14/2020,3207,KAB. CIAMIS,123,59,3,0,7,0
10/14/2020,3209,KAB. CIREBON,938,638,54,1,9,5
10/14/2020,3210,KAB. MAJALENGKA,171,104,5,0,0,0
10/14/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/14/2020,3215,KAB. KARAWANG,934,543,31,20,23,1
10/14/2020,3216,KAB. BEKASI,548,504,38,0,0,0
10/14/2020,3217,KAB. BANDUNG BARAT,160,103,3,0,2,0
10/14/2020,3273,KOTA BANDUNG,1000,787,44,8,2,0
10/14/2020,3275,KOTA BEKASI,1974,1888,86,0,98,0
10/14/2020,3276,KOTA DEPOK,1923,1441,72,4,3,0
10/14/2020,3277,KOTA CIMAHI,325,191,4,0,1,0
10/14/2020,3202,KAB. SUKABUMI,226,114,3,0,8,0
10/14/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/14/2020,3205,KAB. GARUT,261,162,12,0,57,1
10/14/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/14/2020,3208,KAB. KUNINGAN,677,167,10,0,0,1
10/14/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/14/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/14/2020,3214,KAB. PURWAKARTA,160,66,5,0,4,0
10/14/2020,3218,KAB. PANGANDARAN,66,60,0,0,0,0
10/14/2020,3271,KOTA BOGOR,1200,768,43,0,18,0
10/14/2020,3272,KOTA SUKABUMI,249,184,3,0,9,0
10/14/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/14/2020,3278,KOTA TASIKMALAYA,56,43,3,1,0,0
10/14/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/15/2020,0,BELUM TERIDENTIFIKASI,16673,9915,86,549,144,1
10/15/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/15/2020,3204,KAB. BANDUNG,232,216,10,2,0,2
10/15/2020,3207,KAB. CIAMIS,123,59,3,0,0,0
10/15/2020,3209,KAB. CIREBON,948,639,54,10,1,0
10/15/2020,3210,KAB. MAJALENGKA,171,104,5,0,0,0
10/15/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/15/2020,3215,KAB. KARAWANG,951,545,32,17,2,1
10/15/2020,3216,KAB. BEKASI,548,504,38,0,0,0
10/15/2020,3217,KAB. BANDUNG BARAT,160,103,3,0,0,0
10/15/2020,3273,KOTA BANDUNG,1004,787,45,4,0,1
10/15/2020,3275,KOTA BEKASI,1974,1888,86,0,0,0
10/15/2020,3276,KOTA DEPOK,1930,1584,72,7,143,0
10/15/2020,3277,KOTA CIMAHI,325,193,4,0,2,0
10/15/2020,3202,KAB. SUKABUMI,226,114,3,0,0,0
10/15/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/15/2020,3205,KAB. GARUT,261,162,13,0,0,1
10/15/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/15/2020,3208,KAB. KUNINGAN,677,167,11,0,0,1
10/15/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/15/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/15/2020,3214,KAB. PURWAKARTA,160,66,5,0,0,0
10/15/2020,3218,KAB. PANGANDARAN,66,60,0,0,0,0
10/15/2020,3271,KOTA BOGOR,1200,780,43,0,12,0
10/15/2020,3272,KOTA SUKABUMI,250,184,3,1,0,0
10/15/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/15/2020,3278,KOTA TASIKMALAYA,56,43,3,0,0,0
10/15/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/16/2020,0,BELUM TERIDENTIFIKASI,17057,10035,86,384,120,0
10/16/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/16/2020,3204,KAB. BANDUNG,232,216,10,0,0,0
10/16/2020,3207,KAB. CIAMIS,124,60,3,1,1,0
10/16/2020,3209,KAB. CIREBON,956,684,54,8,45,0
10/16/2020,3210,KAB. MAJALENGKA,171,104,5,0,0,0
10/16/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/16/2020,3215,KAB. KARAWANG,951,558,32,0,13,0
10/16/2020,3216,KAB. BEKASI,548,504,38,0,0,0
10/16/2020,3217,KAB. BANDUNG BARAT,160,104,3,0,1,0
10/16/2020,3273,KOTA BANDUNG,1021,787,45,17,0,0
10/16/2020,3275,KOTA BEKASI,1974,1888,86,0,0,0
10/16/2020,3276,KOTA DEPOK,1932,1760,72,2,176,0
10/16/2020,3277,KOTA CIMAHI,337,195,4,12,2,0
10/16/2020,3202,KAB. SUKABUMI,226,124,3,0,10,0
10/16/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/16/2020,3205,KAB. GARUT,261,162,13,0,0,0
10/16/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/16/2020,3208,KAB. KUNINGAN,677,172,11,0,5,0
10/16/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/16/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/16/2020,3214,KAB. PURWAKARTA,160,66,5,0,0,0
10/16/2020,3218,KAB. PANGANDARAN,66,64,0,0,4,0
10/16/2020,3271,KOTA BOGOR,1200,785,43,0,5,0
10/16/2020,3272,KOTA SUKABUMI,250,189,3,0,5,0
10/16/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/16/2020,3278,KOTA TASIKMALAYA,56,43,3,0,0,0
10/16/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/17/2020,0,BELUM TERIDENTIFIKASI,17347,10433,86,290,398,0
10/17/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/17/2020,3204,KAB. BANDUNG,232,216,10,0,0,0
10/17/2020,3207,KAB. CIAMIS,132,60,3,8,0,0
10/17/2020,3209,KAB. CIREBON,958,684,54,2,0,0
10/17/2020,3210,KAB. MAJALENGKA,195,104,5,24,0,0
10/17/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/17/2020,3215,KAB. KARAWANG,951,560,32,0,2,0
10/17/2020,3216,KAB. BEKASI,548,504,38,0,0,0
10/17/2020,3217,KAB. BANDUNG BARAT,160,104,3,0,0,0
10/17/2020,3273,KOTA BANDUNG,1026,790,45,5,3,0
10/17/2020,3275,KOTA BEKASI,1974,1888,86,0,0,0
10/17/2020,3276,KOTA DEPOK,1949,1764,72,17,4,0
10/17/2020,3277,KOTA CIMAHI,338,195,4,1,0,0
10/17/2020,3202,KAB. SUKABUMI,282,124,3,56,0,0
10/17/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/17/2020,3205,KAB. GARUT,261,163,13,0,1,0
10/17/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/17/2020,3208,KAB. KUNINGAN,743,172,11,66,0,0
10/17/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/17/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/17/2020,3214,KAB. PURWAKARTA,160,66,5,0,0,0
10/17/2020,3218,KAB. PANGANDARAN,66,64,0,0,0,0
10/17/2020,3271,KOTA BOGOR,1200,817,43,0,32,0
10/17/2020,3272,KOTA SUKABUMI,281,189,3,31,0,0
10/17/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/17/2020,3278,KOTA TASIKMALAYA,56,43,3,0,0,0
10/17/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/18/2020,0,BELUM TERIDENTIFIKASI,17533,10617,86,186,184,0
10/18/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/18/2020,3204,KAB. BANDUNG,232,216,10,0,0,0
10/18/2020,3207,KAB. CIAMIS,132,60,3,0,0,0
10/18/2020,3209,KAB. CIREBON,958,686,54,0,2,0
10/18/2020,3210,KAB. MAJALENGKA,195,117,5,0,13,0
10/18/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/18/2020,3215,KAB. KARAWANG,951,636,32,0,76,0
10/18/2020,3216,KAB. BEKASI,548,504,38,0,0,0
10/18/2020,3217,KAB. BANDUNG BARAT,160,106,3,0,2,0
10/18/2020,3273,KOTA BANDUNG,1036,791,45,10,1,0
10/18/2020,3275,KOTA BEKASI,1985,1888,86,11,0,0
10/18/2020,3276,KOTA DEPOK,1952,1765,72,3,1,0
10/18/2020,3277,KOTA CIMAHI,339,198,4,1,3,0
10/18/2020,3202,KAB. SUKABUMI,282,124,3,0,0,0
10/18/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/18/2020,3205,KAB. GARUT,261,163,13,0,0,0
10/18/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/18/2020,3208,KAB. KUNINGAN,743,229,11,0,57,0
10/18/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/18/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/18/2020,3214,KAB. PURWAKARTA,160,66,5,0,0,0
10/18/2020,3218,KAB. PANGANDARAN,66,64,0,0,0,0
10/18/2020,3271,KOTA BOGOR,1200,823,43,0,6,0
10/18/2020,3272,KOTA SUKABUMI,281,189,3,0,0,0
10/18/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/18/2020,3278,KOTA TASIKMALAYA,56,43,3,0,0,0
10/18/2020,3279,KOTA BANJAR,39,9,0,0,0,0
10/19/2020,0,BELUM TERIDENTIFIKASI,17885,10811,93,352,194,7
10/19/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/19/2020,3204,KAB. BANDUNG,232,216,10,0,0,0
10/19/2020,3207,KAB. CIAMIS,132,60,3,0,0,0
10/19/2020,3209,KAB. CIREBON,988,686,55,30,0,1
10/19/2020,3210,KAB. MAJALENGKA,196,117,8,1,0,3
10/19/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/19/2020,3215,KAB. KARAWANG,951,636,35,0,0,3
10/19/2020,3216,KAB. BEKASI,548,504,41,0,0,3
10/19/2020,3217,KAB. BANDUNG BARAT,160,106,3,0,0,0
10/19/2020,3273,KOTA BANDUNG,1040,796,46,4,5,1
10/19/2020,3275,KOTA BEKASI,1996,1888,86,11,0,0
10/19/2020,3276,KOTA DEPOK,2024,1768,72,72,3,0
10/19/2020,3277,KOTA CIMAHI,342,199,5,3,1,1
10/19/2020,3202,KAB. SUKABUMI,327,124,3,45,0,0
10/19/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/19/2020,3205,KAB. GARUT,261,189,13,0,26,0
10/19/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/19/2020,3208,KAB. KUNINGAN,744,229,11,1,0,0
10/19/2020,3211,KAB. SUMEDANG,175,77,1,0,0,0
10/19/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/19/2020,3214,KAB. PURWAKARTA,160,66,5,0,0,0
10/19/2020,3218,KAB. PANGANDARAN,66,64,0,0,0,0
10/19/2020,3271,KOTA BOGOR,1200,933,43,0,110,0
10/19/2020,3272,KOTA SUKABUMI,281,189,4,0,0,1
10/19/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/19/2020,3278,KOTA TASIKMALAYA,60,43,4,4,0,1
10/19/2020,3279,KOTA BANJAR,40,9,0,1,0,0
10/20/2020,0,BELUM TERIDENTIFIKASI,18334,10899,100,449,88,7
10/20/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/20/2020,3204,KAB. BANDUNG,233,216,10,1,0,0
10/20/2020,3207,KAB. CIAMIS,137,60,5,5,0,2
10/20/2020,3209,KAB. CIREBON,990,734,57,2,48,2
10/20/2020,3210,KAB. MAJALENGKA,196,117,8,0,0,0
10/20/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/20/2020,3215,KAB. KARAWANG,951,636,37,0,0,2
10/20/2020,3216,KAB. BEKASI,548,504,43,0,0,2
10/20/2020,3217,KAB. BANDUNG BARAT,160,106,3,0,0,0
10/20/2020,3273,KOTA BANDUNG,1043,797,46,3,1,0
10/20/2020,3275,KOTA BEKASI,1996,1888,86,0,0,0
10/20/2020,3276,KOTA DEPOK,2025,1768,72,1,0,0
10/20/2020,3277,KOTA CIMAHI,350,199,5,8,0,0
10/20/2020,3202,KAB. SUKABUMI,328,131,3,1,7,0
10/20/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
10/20/2020,3205,KAB. GARUT,261,207,13,0,18,0
10/20/2020,3206,KAB. TASIKMALAYA,45,43,2,0,0,0
10/20/2020,3208,KAB. KUNINGAN,745,229,11,1,0,0
10/20/2020,3211,KAB. SUMEDANG,175,77,6,0,0,5
10/20/2020,3213,KAB. SUBANG,174,164,10,0,0,0
10/20/2020,3214,KAB. PURWAKARTA,160,67,5,0,1,0
10/20/2020,3218,KAB. PANGANDARAN,66,64,0,0,0,0
10/20/2020,3271,KOTA BOGOR,1200,983,43,0,50,0
10/20/2020,3272,KOTA SUKABUMI,281,189,4,0,0,0
10/20/2020,3274,KOTA CIREBON,171,131,7,0,0,0
10/20/2020,3278,KOTA TASIKMALAYA,61,43,4,1,0,0
10/20/2020,3279,KOTA BANJAR,40,9,0,0,0,0
10/21/2020,0,BELUM TERIDENTIFIKASI,18864,11349,107,530,450,7
10/21/2020,3201,KAB. BOGOR,396,385,11,0,0,0
10/21/2020,3204,KAB. BANDUNG,235,216,12,2,0,2
10/21/2020,3207,KAB. CIAMIS,174,77,5,37,17,0
10/21/2020,3209,KAB. CIREBON,991,739,58,1,5,1
10/21/2020,3210,KAB. MAJALENGKA,196,123,9,0,6,1
10/21/2020,3212,KAB. INDRAMAYU,136,129,7,0,0,0
10/21/2020,3215,KAB. KARAWANG,951,651,37,0,15,0
10/21/2020,3216,KAB. BEKASI,548,504,43,0,0,0
10/21/2020,3217,KAB. BANDUNG BARAT,161,117,3,1,11,0
10/21/2020,3273,KOTA BANDUNG,1054,799,46,11,2,0
10/21/2020,3275,KOTA BEKASI,1996,1888,89,0,0,3
10/21/2020,3276,KOTA DEPOK,2029,1769,73,4,1,1
10/21/2020,3277,KOTA CIMAHI,362,206,5,12,7,0
10/21/2020,3202,KAB. SUKABUMI,332,131,3,4,0,0
10/21/2020,3203,KAB. CIANJUR,48,46,2,0,0,0
